"country","journal","n.useable.papers","n.authors","gender.ratio.of.sample","observed.alpha","lower.95.CI","upper.95.CI","alpha.adjusted","lower.95.CI2","upper.95.CI2","two.tail.p.value"
"USA","J Exp Biol",71,217,39.63133640553,-0.055713355819871,-0.162499307683787,0.0531244259025415,-0.0525105035800936,-0.159366120068778,0.057934289192549,0.425
"USA","J Exp Child Psychol",52,159,77.9874213836478,0.00716589861751152,-0.145366484021335,0.0890878305364861,0.0207603686635945,-0.129578390273717,0.0985034212528282,0.928
"USA","J Fam Pract",62,165,44.8484848484849,0.0623700623700624,-0.0922554880074901,0.215572833155571,0.0751410751410752,-0.074071515501748,0.229425679940794,0.476
"USA","J Hand Surg Am",53,174,17.816091954023,0.116850891044439,-0.0249730362230363,0.287640751447117,0.130836905030453,-0.0278118399751034,0.30594640547314,0.126
"USA","J Immunol",115,580,46.3793103448276,-0.0245289719464644,-0.0605972210713364,0.030318827117384,-0.0222453250101202,-0.060001313928381,0.029452799373416,0.431
"USA","J Med Internet Res",50,271,57.1955719557196,0.0977784424856335,-0.0293755299592125,0.154969029282556,0.104191865196208,-0.0208746658088598,0.156882902335673,0.021
"USA","J Mol Biol",75,260,39.6153846153846,-0.085735487689603,-0.150044147950964,0.000376290244320465,-0.080046290979443,-0.139556120246964,0.0058886338379284,0.146
"USA","J Neurophysiol",69,208,29.3269230769231,0.016261742792355,-0.121346401587944,0.0920165736273079,0.0186673888915442,-0.123796322489451,0.0955662486095122,0.822
"USA","J Neurosci",122,457,36.3238512035011,0.0768782543034189,-0.00834989986296923,0.13090605116321,0.0816270399878027,-0.000157550572677824,0.138508554935634,0.064
"USA","J Nurs Adm",60,231,90.4761904761905,0.0956937799043062,-0.043826899389365,0.176090580038279,0.103827751196172,-0.0364153487617635,0.188514867040854,0.07
"USA","J Org Chem",78,264,24.2424242424242,0.0368124999999999,-0.0562074395633547,0.139272649069375,0.046455357142857,-0.0475804738459478,0.14223248163241,0.568
"USA","J Orthop Trauma",95,439,14.3507972665148,0.0538377210616319,-0.0201162248954546,0.0868243166598576,0.0573774880322498,-0.0200974855331252,0.0978344958659336,0.146
"USA","J Pediatr",81,291,45.7044673539519,0.11089817672572,-0.0211957237587592,0.141121363326831,0.118366667119879,-0.0128785698049139,0.146789408967515,0.048
"USA","J Pediatr Gastroenterol Nutr",56,238,45.3781512605042,-0.0270227920227919,-0.0661330997271833,0.100729589752568,-0.0214114434947767,-0.0607302010876874,0.103997096296908,0.64
"USA","J Pediatr Orthop",78,315,22.8571428571429,0.102623456790124,-0.0166213147745164,0.210396683953167,0.104895404663923,-0.0114057422315768,0.22302037814985,0.031
"USA","J Pediatr Surg",60,324,36.7283950617284,0.0397962111673937,-0.0291719626365675,0.0754541968088619,0.0422053699528591,-0.0294161172569368,0.077003890867992,0.297
"USA","J Phycol",136,478,36.6108786610879,0.0850165016501651,0.0036381481779604,0.170686064743761,0.0920242024202421,0.018263190839925,0.170878331863507,0.039
"USA","J Phys Chem",220,727,23.2462173314993,0.0160763140912025,-0.0493122380018821,0.0720039966005745,0.0193466078081463,-0.044651061815623,0.0698394302105977,0.654
"USA","J Phys Chem Lett",111,374,19.2513368983957,0.0735809623088872,-0.0476682129593305,0.140641389505487,0.0759536657439526,-0.0487745256522642,0.140785747441678,0.133
"USA","J Public Health Manag Pract",60,239,58.5774058577406,0.112228234728235,0.0128888779038236,0.207070030395456,0.115821308321308,0.0248533630778851,0.214553603896104,0.044
"USA","J Res Natl Inst Stand Technol",90,269,14.8698884758364,0.0485152838427947,-0.0441171049773436,0.137156327501674,0.0567758369723436,-0.0329188590708559,0.148901252713882,0.453
"USA","J Shoulder Elbow Surg",71,340,15.8823529411765,0.0120496787163454,-0.0426801851809328,0.0846491088992231,0.0174023507356841,-0.0392680675566687,0.0837030894266203,0.755
"USA","J Strength Cond Res",76,325,28.6153846153846,0.0450037078235076,-0.0164085883379713,0.149328855577142,0.0484527561488074,-0.021544837188772,0.145524609732233,0.328
"USA","J Subst Abuse Treat",57,259,55.984555984556,-0.0249052228271829,-0.0833874183702753,0.0834951908324549,-0.0242550581434429,-0.0801294325591059,0.0831027084774721,0.606
"USA","J Surg Res",62,356,33.7078651685393,0.0798005784234598,-0.00854949120848448,0.157296351001915,0.0832753788897856,-0.004472698375177,0.155333620504195,0.02
"USA","J Thorac Cardiovasc Surg",70,230,20,0.106237060041408,-0.00284614145418361,0.147217264271237,0.108128058535667,0.00476746853284375,0.14708975319738,0.103
"USA","J Thorac Dis",59,177,20.9039548022599,0.0785521235521236,-0.0514590787738881,0.1894140625,0.0870518477661335,-0.0465910548344864,0.206896880078244,0.336
"USA","J Trauma Acute Care Surg",122,748,31.4171122994652,0.087750778615529,0.0221695363071276,0.117104799215613,0.0899092450367801,0.0248331156700645,0.118852162433243,0
"Poland","J Ultrason",72,242,43.3884297520661,0.0640760050979029,-0.0294408381214054,0.188222712969124,0.0684138570269957,-0.0277844416995304,0.175752627147276,0.306
"USA","J Ultrasound Med",60,246,41.869918699187,0.170480005431462,0.0550731522733678,0.236706597425997,0.174374169519801,0.0528065609755802,0.235592367683818,0.002
"USA","J Urol",71,291,21.9931271477663,-0.0128831555283923,-0.0764056421928467,0.0600975432059141,-0.00876233313767727,-0.0693580969724658,0.074436745701012,0.789
"USA","J Vasc Interv Radiol",50,213,13.1455399061033,-0.0142857142857142,-0.071677460186798,0.0527837381916328,-0.00372035300606732,-0.0617838692838192,0.0599657541225845,0.81
"USA","J Virol",131,625,40.8,0.0140041242982419,-0.0213129929895134,0.0584438319354899,0.0153523499111734,-0.021236657190396,0.0578677140791534,0.62
"USA","J Vis Exp",71,228,41.6666666666667,-0.0162835660580022,-0.137235468743141,0.0476083047456917,-0.00973863229502331,-0.127877247907013,0.0563829402144066,0.804
"USA","JAAD Case Rep",52,171,46.7836257309942,0.0259890109890111,-0.107098741656931,0.147492207698877,0.0344505494505496,-0.0910607969495727,0.154985151694711,0.735
"USA","JAMA",191,505,33.8613861386139,0.145571430238937,0.078575188615993,0.272118687681796,0.147808184799991,0.0859765293654879,0.274493649965575,0.003
"USA","JAMA Dermatol",73,278,52.5179856115108,-0.014694579669673,-0.114168266406062,0.055777774157344,-0.010600242776457,-0.107143832348144,0.0497807302020261,0.793
"USA","JAMA Intern Med",96,275,37.8181818181818,0.0443657219973009,-0.0458196216036114,0.199055094078035,0.0487095141700405,-0.0377632971336927,0.211991830984763,0.484
"USA","JAMA Oncol",61,178,41.0112359550562,0.220148253572911,0.0178592657798541,0.280705411458193,0.227720650734349,0.0202414060959679,0.285796967907881,0.004
"USA","JAMA Ophthalmol",61,186,31.7204301075269,0.0376885092753236,-0.113559219949247,0.140324999104468,0.0459228613372481,-0.112009105583382,0.145569171364212,0.628
"USA","JAMA Surg",66,196,29.5918367346939,0.225914820367594,0.0082995190931336,0.269806295399516,0.233994114054084,0.0299316982391708,0.271114249482822,0.002
"USA","JBJS Rev",79,290,12.0689655172414,-0.00403361344537811,-0.0484168443298915,0.0930791203213554,0.00232092837134862,-0.0381605113720046,0.100459796688102,0.944
"Poland","Kardiochir Torakochirurgia Pol",60,333,30.6306306306306,0.0405650138843416,-0.0153162747917211,0.138640553330965,0.0448863154077058,-0.0140031526556886,0.143735720735311,0.279
"Poland","Kardiol Pol",61,362,29.5580110497238,0.10096267383788,-0.000887969656457516,0.132862405255836,0.103611051054701,0.00524350935102433,0.1322409891235,0.005
"Sweden","Lakartidningen",56,156,37.8205128205128,0.121369910885899,-0.0312777430333148,0.253716066208941,0.131067621876638,-0.0264655932613262,0.258480902131525,0.177
"United Kingdom","Lancet",66,212,29.2452830188679,0.143207373271889,0.0181682903233757,0.329202142039423,0.14665726388307,0.0239973749281413,0.320990073146644,0.047
"USA","Lancet",85,252,30.5555555555556,-0.0294025974025974,-0.0878715294491316,0.120124091312009,-0.0223896103896104,-0.0703807686707944,0.126838104631132,0.662
"USA","Langmuir",93,340,29.1176470588235,0.132842317301012,0.0404024376907154,0.239922089593968,0.135702555544125,0.0414670880232795,0.235977396572087,0.01
"USA","Laryngoscope",66,251,28.6852589641434,0.115813159528243,0.0081528618471142,0.175322826143826,0.121629016286837,0.0089368196617752,0.185650774557369,0.036
"USA","Mayo Clin Proc",67,204,27.9411764705882,0.190379577060565,0.0104188982539054,0.252227192782739,0.199487380582977,0.0196140858601345,0.255581967344136,0.01
"USA","MBio",66,270,40.7407407407407,-0.0150568181818181,-0.11907848883143,0.0431433354083811,-0.0118161525974025,-0.113918921128364,0.0325790780679807,0.783
"USA","Med Care",65,314,51.2738853503185,0.147551001076759,0.050160944041119,0.282798884829798,0.15003167128365,0.0565984347328621,0.288495751264033,0
"Australia","Med J Aust",72,237,44.7257383966245,0.0812375259768318,0.0091951095877617,0.235384192865938,0.0877962901997901,0.0229748231163179,0.238028847421853,0.207
"Iran","Med J Islam Repub Iran",61,283,32.5088339222615,0.0800881814141545,-0.0265590952553215,0.163084193361883,0.0859325712984943,-0.0217484445512699,0.157737685542502,0.059
"France","Med Sci (Paris)",69,229,49.7816593886463,0.145676444074613,0.0291425000361367,0.236551363845218,0.151491574786769,0.0276114739302703,0.25069881527525,0.03
"Canada","Med Sci Sports Exerc",97,535,33.6448598130841,0.15845390524968,0.0872521453039995,0.195202347832545,0.161853909653205,0.0878554710393369,0.200122030798598,0
"United Kingdom","Med Sci Sports Exerc",77,361,35.4570637119114,0.0966123479971388,0.0484807818072032,0.210744272533968,0.0998416370750733,0.0513165987237314,0.210350906813898,0.023
"USA","Med Sci Sports Exerc",570,2543,41.1325206449076,0.113476025741762,0.0753978495400141,0.149738275464387,0.113788759104486,0.075441893881468,0.151577647744772,0
"Italy","Medicine (Baltimore)",55,461,32.3210412147505,0.03074017630117,-0.00845214498950783,0.0806204862482293,0.0331059084074293,-0.00633338601930234,0.0856086915311226,0.228
"USA","Medicine (Baltimore)",54,338,40.5325443786982,0.0532837492528091,-0.0241039834265665,0.0975900856887381,0.0595215143041704,-0.016126236741836,0.102526923575417,0.121
"USA","Mil Med",140,568,41.3732394366197,0.178547306206881,0.08954345599423,0.225688374626215,0.182058382058382,0.0816708858048081,0.232705530000174,0
"USA","Mol Biol Cell",61,233,35.6223175965665,0.00405756358768405,-0.0783942161616131,0.0729313167910962,0.00971390323197552,-0.0800438817727136,0.0919194574746101,0.951
"USA","Mol Cell",52,176,32.3863636363636,-0.0122299212082494,-0.12327922755019,0.090759723035357,-0.00634265402067258,-0.124531689274727,0.0838834348775555,0.867
"USA","Mol Cell Oncol",54,133,32.3308270676692,-0.122652885443583,-0.259334018553658,0.0208336003503262,-0.114556416881998,-0.257558437466946,0.0385111753512666,0.287
"USA","Multivariate Behav Res",60,143,21.6783216783217,0.0321140552995391,-0.109590392273161,0.230887149638934,0.0343221966205837,-0.0979246488541185,0.23668660340289,0.753
"USA","N Engl J Med",192,554,29.6028880866426,0.0646590522083018,-0.00462598471666107,0.110733801934495,0.0652293858684573,-0.00283096068726252,0.106899529806712,0.144
"New Zealand","N Z Med J",76,308,36.6883116883117,0.0525739354057938,-0.0324273268211245,0.118028676896549,0.0579078738370774,-0.0220114326257439,0.130119842457801,0.286
"USA","Nat Commun",65,289,23.8754325259516,0.131206617273811,0.0419763783690026,0.201752488895724,0.135447373224053,0.0474839301974924,0.203631107863101,0.004
"USA","Nature",84,234,23.0769230769231,0.0579012345679013,-0.0719617123387557,0.365956729309821,0.0614357864357864,-0.0720411401416658,0.382385890480253,0.467
"Netherlands","Ned Tijdschr Geneeskd",71,234,50,0.107407407407407,-0.0309609326613836,0.189420201771032,0.113960113960114,-0.0213897829430917,0.196411298566074,0.088
"USA","Neuroimage",65,258,33.3333333333333,0.039930031209101,-0.0437490377104904,0.130613239777532,0.0448202959830867,-0.0377658434806264,0.138502007127329,0.487
"India","Neurol India",73,237,15.1898734177215,0.00649530127142073,-0.122461525593844,0.151209599982952,0.0163764510779436,-0.116878197149753,0.158245579096319,0.934
"USA","Neurology",133,513,34.8927875243665,0.108082805726116,0.0437453280824204,0.188435829369587,0.108481133885173,0.0367807626596321,0.184428334686676,0.014
"USA","Neuron",96,311,24.4372990353698,0.0030935050391937,-0.0431660745831526,0.14475125121723,0.00812616648002984,-0.0465236268640037,0.15414876703504,0.96
"USA","Neurosci Lett",52,202,40.0990099009901,0.0952147740026528,-0.0698863521196784,0.154184566077433,0.101922058487715,-0.0610491715850732,0.154241683223217,0.128
"USA","Neurosurgery",85,348,14.367816091954,-0.0302039571167089,-0.0665949266449426,0.0239866367040986,-0.0236059443911793,-0.0608085048878817,0.0257330883476274,0.498
"USA","Nucleic Acids Res",85,339,30.3834808259587,-0.027378378984846,-0.0785463815249972,0.0778140860347508,-0.0238561565964067,-0.0740126724001277,0.0800546887697277,0.556
"USA","Obstet Gynecol",128,516,59.8837209302326,-0.0110438584701739,-0.0198076671677974,0.114512156803206,-0.00913770132601605,-0.0245904871796613,0.11386180207926,0.76
"USA","Oncotarget",72,315,39.6825396825397,0.0547230769230769,-0.0170715140169283,0.159831022308227,0.0609801619433198,-0.00464474525146638,0.164378309798782,0.231
"USA","Ophthal Plast Reconstr Surg",61,245,33.469387755102,-0.049659584019153,-0.108125422196244,0.0342507194300536,-0.0403043792707866,-0.0954500686034405,0.0526296410322966,0.338
"USA","Ophthalmology",57,194,39.1752577319588,0.0272598870056497,-0.0977571164460434,0.122045549797266,0.0322083457230647,-0.08319008888095,0.130759170558247,0.698
"USA","Org Lett",93,277,22.7436823104693,0.0494090886614251,-0.0371109016113664,0.157619864775836,0.0534193739801216,-0.0372098811006612,0.167222934297195,0.439
"USA","Orthop Clin North Am",53,152,9.21052631578947,0.0296756383712906,-0.0915332700065672,0.149207773707774,0.0524499654934437,-0.0675629162796064,0.161236228513991,0.762
"USA","Orthop J Sports Med",104,555,16.036036036036,0.100196164206146,0.0129855383786843,0.158338973544605,0.102785566172266,0.0177826248267479,0.16711431134707,0.005
"USA","Otol Neurotol",77,318,24.5283018867925,0.181217948717949,0.0670037556996577,0.278347913869823,0.185322039072039,0.0713482582232582,0.289192411340927,0
"USA","Otolaryngol Head Neck Surg",115,483,28.3643892339545,0.173320745960086,0.0814410320505494,0.262344713196763,0.175840681827771,0.0783701175639112,0.270880684737583,0
"USA","Pain",62,375,37.0666666666667,0.115295041096773,-0.00357402953851665,0.116566713001708,0.11944384619973,0.000113317112164757,0.128470557726146,0.001
"Morocco","Pan Afr Med",107,397,22.9219143576826,0.273301115317922,0.154382941493441,0.406926712820596,0.279312437225603,0.158228680250583,0.402252058639175,0
"Tunisia","Pan Afr Med",77,203,58.6206896551724,0.290569561157796,0.129965151618123,0.381111405960001,0.300221755368814,0.142894808183878,0.379275336879721,0.001
"USA","Pediatr Crit Care Med",107,341,40.7624633431085,0.185290381556141,0.102162222668957,0.274994046423243,0.188243464634233,0.103590389026334,0.289382613387631,0
"USA","Pediatr Emerg Care",77,292,45.5479452054795,0.0808075895038585,-0.0389152520904277,0.133273388458822,0.0835554744903588,-0.0313936647934776,0.135107137230216,0.121
"USA","Pediatrics",53,210,49.5238095238095,0.170990566037736,-0.0116998910312638,0.188292199280402,0.175957002902758,-0.000462143083178946,0.201593425790328,0.002
"USA","PeerJ",105,379,39.0501319261214,0.0662885752171466,-0.0337611280354449,0.121409437032117,0.0692068227782513,-0.0350971834184215,0.130886195429541,0.164
"USA","PET Clin",61,166,22.8915662650602,-0.137609649122807,-0.20834068627451,0.0304338672051631,-0.125137061403509,-0.198803478104759,0.0507915532449406,0.116
"Poland","Pharmacol Rep",55,254,60.2362204724409,0.0133212200771898,-0.0509587140343664,0.0884541140934968,0.0155083575584449,-0.0387568922924663,0.0944789696745615,0.772
"Germany","Phys Chem Chem Phys",91,357,22.4089635854342,-0.00179302045728036,-0.0817429038907395,0.0723592830471726,0.00356723826714805,-0.0829824849624072,0.0794465991237902,0.983
"USA","Phys Chem Chem Phys",103,339,21.8289085545723,0.116629270780214,0.00437584916714007,0.198648682707751,0.125537262329715,0.00518322205336648,0.195728604542387,0.028
"USA","Phys Rev E Stat Nonlin Soft Matter Phys",53,131,12.2137404580153,0.252445652173913,0.067809277672559,0.473325381679389,0.272916666666667,0.10135136907361,0.476885371280245,0.028
"USA","Phys Rev Lett",61,183,15.3005464480874,-0.00696181698485843,-0.0541768226241266,0.10132278559092,0.00311224489795919,-0.0451969602173003,0.114987561373523,0.935
"USA","Physiol Behav",67,268,44.4029850746269,0.166888231802788,0.0480930167308367,0.252572831499641,0.171264747509742,0.0491911868830364,0.266495008106942,0.004
"USA","Plast Reconstr Surg",184,703,25.3200568990043,0.0644279429624534,-0.00459523305129012,0.172161197051961,0.0653284245033843,-0.00826073854524261,0.172019899866934,0.042
"USA","PLoS Comput Biol",56,177,23.728813559322,0.0749382716049384,-0.0800685237651294,0.149121974702348,0.078042328042328,-0.0737291995779036,0.152596182191151,0.319
"USA","PLoS Genet",54,226,35.3982300884956,0.0615582191780821,-0.0108209335909014,0.1489029024145,0.0652501902587519,-0.00250673346003386,0.151935971106546,0.28
"Australia","PLoS ONE",155,682,43.108504398827,0.0931713971793922,0.00131985044778828,0.10164553654437,0.0963104547169874,0.00859982859318909,0.10371290213637,0.002
"Brazil","PLoS ONE",109,606,54.2904290429043,0.0762428033526318,0.00781815069582088,0.127465208568841,0.0797315620052719,0.0148450794314327,0.130139807034864,0.009
"Canada","PLoS ONE",173,710,42.5352112676056,0.0833625612185215,0.0115160629346359,0.113883031112217,0.086895825574244,0.0168433615534465,0.115216367114822,0.01
"France","PLoS ONE",111,594,45.6228956228956,0.0460262333715774,-0.0115055927152972,0.0657542436727522,0.0485787400996522,-0.0113796887986725,0.067852819461514,0.113
"Germany","PLoS ONE",305,1612,38.2133995037221,0.0421940075830082,0.00308125966934008,0.0634458236918098,0.0435358863693286,0.00639789785615707,0.0665575870201826,0.015
"India","PLoS ONE",61,233,35.1931330472103,-0.0353285491227665,-0.0902626309606381,0.106871338293331,-0.0291673396866419,-0.0805226635690799,0.117135723872716,0.548
"Italy","PLoS ONE",150,1002,49.2015968063872,0.0569698018579611,-0.00134652913087762,0.0638928148914593,0.0586602705766082,0.0013237391029639,0.0663498533432411,0.001
"Japan","PLoS ONE",105,483,21.9461697722567,-0.022861718632701,-0.0543438116807682,0.0554614930896897,-0.0209930684149942,-0.0481815309209271,0.0538042438468025,0.512
"Netherlands","PLoS ONE",109,552,39.6739130434783,0.122397259383561,0.0513208807164422,0.184323612757048,0.126716326716327,0.057199740939572,0.196510751193127,0
"Poland","PLoS ONE",66,370,52.7027027027027,0.0874420481479305,0.0235737659951881,0.171270865452619,0.0909647800067968,0.0293472949874761,0.174010945772408,0.013
"Spain","PLoS ONE",79,421,48.6935866983373,0.0663055795335427,-0.0196288579792896,0.087578349251281,0.0691721152697653,-0.0155827208117846,0.0875966885962623,0.046
"Sweden","PLoS ONE",76,294,51.3605442176871,0.0270087528365674,-0.0795504211151834,0.102010327139964,0.0315102116426619,-0.0717721361949755,0.112076066367958,0.578
"United Kingdom","PLoS ONE",171,703,46.0881934566145,0.0734994799149984,-0.00919061893560764,0.100095658126807,0.0754938542470304,-0.0160581509411695,0.103042790596846,0.026
"USA","PLoS ONE",1107,4686,39.5860008536065,0.092661718740001,0.0581103401968129,0.0997329797092643,0.0928003920455435,0.0573281686081232,0.0996709059121954,0
"Poland","Pol Merkur Lekarski",71,282,54.2553191489362,0.171778892435527,0.052273552718468,0.23598516157547,0.176863613662519,0.0522770939100744,0.244657638078307,0.001
"France","Presse Med",86,349,38.9684813753582,0.0264248892045081,-0.0549638838540909,0.0799551937938486,0.0301624699175445,-0.0474762192135358,0.0897128727053812,0.553
"USA","Prev Med",58,240,56.25,0.000741809630698531,-0.0729812558731665,0.0806449773499895,0.0109240553684998,-0.0627806698288586,0.0966626899073787,0.984
"USA","Proc Natl Acad Sci USA",423,1662,29.9037304452467,0.0290308658839662,-0.00057213702620158,0.0731332821807108,0.029152201532248,-0.00148332356087397,0.0713478020507532,0.197
"USA","Proc Roy Soc B",71,287,40.0696864111498,0.056979271991911,-0.0396762852212919,0.12283943444009,0.0631801202112122,-0.0416543965357488,0.133200055068199,0.285
"USA","Psychiatr Serv",104,437,54.4622425629291,0.0318883332227364,-0.0500188279120258,0.08039118836076,0.0346774136790395,-0.0482465763956268,0.0822591711880207,0.439
"USA","Psychiatry Res",73,379,46.4379947229551,0.0863376019164197,-0.00146698508248067,0.144194490599005,0.0915986039138749,0.00221638915153947,0.146801667908596,0.02
"USA","Psychoneuroendocrinology",55,245,62.0408163265306,0.0626061120543294,-0.0473443368867201,0.135933172003979,0.065984012450481,-0.0454226019301611,0.144618165493022,0.229
"USA","Radiographics",60,291,31.6151202749141,0.188891403185701,0.0529650402865712,0.287486098339239,0.194697348023763,0.0590359660888337,0.296962952334161,0.001
"USA","Radiology",61,317,26.813880126183,0.213993810167745,0.0508209010917886,0.271082152634314,0.217032321549309,0.0585047401558105,0.261842371988203,0
"USA","Retina (Philadelphia Pa)",61,261,19.5402298850575,0.0212838468720822,-0.046507151140172,0.0986100056759839,0.0293113912231558,-0.0350554029266947,0.108159954320699,0.667
"Brazil","Rev Bras Ortop",191,1009,9.61347869177403,0.14779891632001,0.030679766838166,0.216649021571873,0.15030269689114,0.0365627437150258,0.22634360514727,0
"Spain","Rev Esp Cardiol (Engl Ed)",72,318,29.2452830188679,0.122498264777835,0.0147186222974038,0.184082940987748,0.126678955453149,0.0174433197303589,0.188524308465027,0.002
"France","Rev Infirm",52,137,74.4525547445255,0.0214285714285714,-0.122580559385617,0.177828806642813,0.0358169934640522,-0.115259052896521,0.194044694261654,0.84
"Mexico","Rev Med Inst Mex Seguro Soc",90,361,37.6731301939058,0.112780423280423,0.0213525162410432,0.237268093050347,0.119027194211018,0.0262329080944196,0.239177280314028,0.003
"Romania","Rom J Morphol Embryol",65,404,62.6237623762376,0.102478893134077,0.0207330572670313,0.169031625424986,0.107086858352466,0.0268269177248355,0.175650247437867,0.001
"Germany","Sci Rep",93,427,34.8946135831382,0.0877194888384594,0.0259247108640071,0.153560665186125,0.0915004908824617,0.0341252058622356,0.160200313548607,0.025
"Italy","Sci Rep",56,350,50.8571428571429,0.133048554021248,0.0425190934152484,0.187064622297642,0.138486886919079,0.0443860218012749,0.192703684472778,0
"Japan","Sci Rep",52,199,16.0804020100502,0.0590305995152552,-0.0525686551871789,0.109920069171547,0.0693779851012261,-0.0399455366213726,0.128438959788751,0.398
"USA","Sci Rep",221,892,32.7354260089686,0.024348735232297,-0.015307634305344,0.0762552270279274,0.0248222258461985,-0.0123972744447758,0.0732893282410451,0.383
"USA","Sci Total Environ",93,376,36.1702127659574,0.110251651942828,0.00770437021494403,0.178426635038939,0.114139059469942,0.00827636290616886,0.183657531104815,0.011
"USA","Sex Transm Dis",55,277,67.5090252707581,-0.0220333116411547,-0.0630171942595061,0.06301094676722,-0.0162366428052702,-0.0610092276276266,0.0708407644417118,0.608
"USA","Soc Sci Med",76,268,60.4477611940299,0.17945381739931,0.0430200785306182,0.271662233029403,0.180778787172917,0.0522462885277533,0.27205251593422,0.002
"USA","Soft Matter",69,208,21.6346153846154,-0.0586684844353556,-0.167893405361804,0.0957712112122543,-0.0524608043626448,-0.162084495022875,0.0942014845947544,0.433
"USA","South Med J",59,249,47.7911646586345,0.0920509742358482,0.0037551685094523,0.233722866155769,0.0935273340105273,0.00796037625985454,0.227486424336677,0.078
"Turkey","Spine",59,259,17.7606177606178,0.304786691161462,0.14140927008354,0.46686907981416,0.313683064571001,0.134632108729871,0.485629939630654,0
"USA","Spine",134,657,13.2420091324201,0.103242666790761,0.0532999696995557,0.203102110630605,0.105050867664298,0.0484734514564883,0.206121899761681,0
"USA","Stroke",50,235,37.4468085106383,0.0525665862516512,-0.0376280712324956,0.134693917777328,0.055692871642547,-0.0292169340449035,0.13153385174117,0.29
"USA","Subst Use Misuse",55,188,55.8510638297872,0.12201950659782,-0.0388585004521838,0.175232213778261,0.127634346911455,-0.0243311638638975,0.171854525771152,0.099
"USA","Surg Pathol Clin",111,240,45.8333333333333,-0.0293706293706293,-0.174879214979579,0.151971673647034,-0.0223776223776224,-0.182494681800997,0.149922341434077,0.742
"France","Therapie",79,350,47.4285714285714,-0.02277235540628,-0.0638398828666187,0.0375970231358439,-0.0173776949229142,-0.0565038220564282,0.0440000644166923,0.594
"USA","Transl Androl Urol",72,196,21.4285714285714,0.161616161616162,0.0401768550272336,0.339035659370711,0.171717171717172,0.0318208300900027,0.324812810582072,0.035
"Turkey","Turk J Anaesthesiol Reanim",95,436,49.0825688073394,0.163199745442736,0.0645154461430699,0.239230215606608,0.167273044375848,0.0725795187740764,0.244938659093679,0
"Turkey","Turk J Urol",70,326,7.05521472392638,0.355123711128877,0.0754327968682036,0.532514687785276,0.365541274624357,0.115408064090514,0.538861908822073,0
"USA","Urol Case Rep",50,178,24.1573033707865,0.19005291005291,0.0372240918785248,0.294906664386769,0.199383946515729,0.041781128508394,0.314921280999453,0.002
"USA","Urology",70,249,19.2771084337349,0.0872408789386402,-0.0365623545361448,0.202266764869494,0.0980721393034827,-0.0244851951460666,0.210333883296277,0.149
"USA","Vaccine",100,459,47.276688453159,0.102631728632414,-0.00262241829808553,0.115345068703321,0.108174418794444,-0.00254418642822471,0.118381376911732,0.006
"USA","Virology",50,206,45.1456310679612,0.04901105175156,-0.0598615239262078,0.127112324956668,0.0563331203639512,-0.0682803254467361,0.130295271377197,0.392
"USA","World Neurosurg",128,524,14.1221374045802,0.0128210028210027,-0.0255424193106509,0.076114682719359,0.0188709618709618,-0.0194623195547603,0.0741633998805821,0.756
"Brazil","Zootaxa",114,287,32.0557491289199,-0.0238573021181716,-0.160374425218175,0.111090919164621,-0.0159977703455965,-0.139259178919249,0.115018850324975,0.76
"USA","Zootaxa",66,167,24.5508982035928,-0.206865401987353,-0.289662488130864,-0.0451565895598512,-0.188572719060524,-0.276756187986551,-0.0266585860281405,0.027
