"journal","n.useable.papers","n.authors","gender.ratio.of.sample","observed.alpha","lower.95.CI","upper.95.CI","alpha.adjusted","lower.95.CI2","upper.95.CI2","two.tail.p.value"
"Phys Rev E Stat Nonlin Soft Matter Phys",188,376,9.30851063829787,0.0863845831587767,-0.0867839490659295,0.275411497570737,0.126015919564307,-0.0377325604426076,0.315039798910767,0.371
"Phys Rev Lett",196,392,9.69387755102041,0.0674992566161166,-0.0888888888888889,0.242346738337453,0.0582812964614926,-0.101139965725655,0.233125185845971,0.395
"Plast Reconstr Surg",116,232,20.6896551724138,-0.103260869565217,-0.247180352060715,0.0543478260869565,-0.105072463768116,-0.255865648256953,0.0525747147451776,0.427
"Praxis (Bern 1994)",62,124,28.2258064516129,0.0844301765650081,-0.180952380952381,0.326086956521739,0.0796147672552168,-0.179777141137676,0.347100966996829,0.53
"Proc Natl Acad Sci USA",245,490,23.8775510204082,0.0680781833596846,-0.064532051742015,0.194554970144011,0.0673678421667697,-0.0744392177167392,0.1926401901024,0.277
"Proc Roy Soc B",75,150,35.3333333333333,0.0955067107566622,-0.14002640730276,0.310329807792257,0.116708811515269,-0.0984606603617583,0.338114500173873,0.447
"Radiol Case Rep",91,182,28.021978021978,-0.00793294417003443,-0.200859291084855,0.199016852642696,0,-0.202469381627478,0.198195735165836,1
"Rev Med Suisse",56,112,33.9285714285714,-0.115220483641536,-0.354627108311319,0.144444444444444,-0.0796586059743954,-0.335866693761431,0.167661360871275,0.526
"Sci Rep",398,796,21.7336683417085,0.0472726597945796,-0.0564819193835391,0.146849781035042,0.0443128995444382,-0.0653576451480264,0.143197830511539,0.363
"Sci Total Environ",87,174,33.9080459770115,-0.102726602800295,-0.300305524339542,0.0868250487329436,-0.102579218865144,-0.303730084065161,0.104778601773916,0.349
"Science",174,348,33.0459770114943,0.0259376749393544,-0.128409929755425,0.174400052529621,0.0259749953349506,-0.128334087120984,0.183874749451567,0.864
"Semin Cell Dev Biol",70,140,40,0.0476190476190477,-0.190492247947114,0.273708238223698,0.0595238095238095,-0.19104841802378,0.302570686660051,0.798
"Sensors (Basel)",79,158,22.1518987341772,0.00905923344947746,-0.21116606539011,0.237719298245614,0,-0.208446314142881,0.249819479974691,1
"Soc Sci Med",83,166,57.8313253012048,0.0613095238095238,-0.145858343337335,0.259059967071935,0.0494047619047619,-0.181635154061625,0.262633961566888,0.685
"Soft Matter",93,186,20.4301075268817,-0.124466571834993,-0.26530612244898,0.0499976781339126,-0.132290184921764,-0.27863106650292,0.0545118109571094,0.371
"Spectrochim Acta A Mol Biomol Spectrosc",52,104,46.1538461538462,-0.00595238095238093,-0.307710636675562,0.255743879472693,0,-0.267631116962914,0.261696260425074,1
"Springerplus",111,222,40.0900900900901,0.2310551660049,0.0230893395119931,0.402056808003761,0.225057024583932,0.0287844672746842,0.406734024242232,0.005
"Stud Health Technol Inform",133,266,54.1353383458647,0.182377049180328,0.00819589806166992,0.346227674081742,0.181693989071038,0.00677962645787455,0.345577820413132,0.037
"Surg Pathol Clin",112,224,47.3214285714286,-0.074512312120243,-0.250398724082935,0.12156862745098,-0.0716341541413495,-0.258404267890732,0.111896747150092,0.459
"Tidsskr Nor Laegeforen",75,150,32,0.0808823529411764,-0.174607081588509,0.295307199221533,0.0612745098039215,-0.183823529411765,0.296516253180834,0.606
"Transl Androl Urol",57,114,27.1929824561403,0.158181111542946,-0.107870513074421,0.445611819953925,0.177225029148854,-0.124768791424193,0.434428532990523,0.298
"Ugeskr Laeg",76,152,37.5,0.0175438596491229,-0.211594202898551,0.228985507246377,0,-0.208747453169636,0.229533612116282,1
"Urology",72,144,16.6666666666667,0.2,-0.0730653735791979,0.467980295566503,0.2,-0.0992557251908399,0.467980295566502,0.091
"Vaccine",53,106,33.9622641509434,-0.0936507936507937,-0.351733921815889,0.158730158730159,-0.0841269841269842,-0.342337040158733,0.168253968253968,0.581
"Wiley Interdiscip Rev Cogn Sci",66,132,40.1515151515151,0.0857415810843086,-0.168685927306617,0.30613266583229,0.126104609505613,-0.126104609505613,0.363865021793987,0.627
"World J Gastroenterol",71,142,35.2112676056338,0.0121739130434783,-0.234203904340126,0.223088466633549,0,-0.229316770186335,0.222139812446718,1
"World Neurosurg",68,136,11.7647058823529,-0.133333333333333,-0.20353982300885,-0.0708661417322834,-0.141666666666667,-0.222619047619048,-0.0791994750656168,0.564
"Zookeys",90,180,24.4444444444444,0.27807486631016,0.0357142857142857,0.492012963788331,0.300802139037433,0.0627272727272727,0.519023569023569,0.013
"Zootaxa",595,1190,24.2857142857143,-0.00998890122086571,-0.0827315065171425,0.0683626470987054,-0.00914017105177245,-0.0883576544212786,0.0691054104770855,0.839
